customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,order_date,year,month,quarter,cost_price,profit,profit_margin,is_repeat_customer,clv,customer_segment,acquisition_cost,net_profit,discount_impact,revenue_bucket,cohort_month,retention_flag,age_group,purchase_frequency_days
1010,39,Male,Hoodie,Clothing,30,Louisiana,M,Silver,Summer,3.1,Yes,Express,Yes,11,Venmo,Annually,2024-01-05 08:07:35,2024,1,2024Q1,19.52362663154218,10.47637336845782,34.92124456152607,1,195.0,Low,16.094325269794922,-5.617951901337101,3.719597398628753,Low,2024-01,1,Adult,365
1011,54,Male,Jeans,Clothing,24,South Dakota,XL,Gray,Spring,4.7,Yes,2-Day Shipping,Yes,37,Credit Card,Fortnightly,2024-02-07 13:41:30,2024,2,2024Q1,18.14394396917061,5.856056030829386,24.40023346178911,1,468.0,Low,12.48864361287162,-6.632587582042234,2.424166053481699,Low,2024-02,1,Middle-aged,14
1012,43,Male,Backpack,Accessories,25,Montana,L,Indigo,Spring,2.9,Yes,Next Day Air,Yes,32,Debit Card,Fortnightly,2023-11-28 19:18:00,2023,11,2023Q4,15.49368603441333,9.50631396558667,38.02525586234668,1,425.0,Low,9.084284910622014,0.422029054964657,1.8605752925239605,Low,2023-11,1,Adult,14
1013,28,Male,Sandals,Footwear,37,New Mexico,L,Teal,Summer,3.8,Yes,Express,Yes,27,Credit Card,Annually,2022-01-25 22:49:08,2022,1,2022Q1,22.75989216889042,14.24010783110958,38.48677792191778,1,536.5,Low,7.540947494473678,6.699160336635901,3.089906482136693,Low,2022-01,0,Young Adult,365
1014,59,Male,Belt,Accessories,69,South Carolina,XL,Green,Summer,3.8,Yes,2-Day Shipping,Yes,31,Venmo,Bi-Weekly,2023-12-04 06:32:45,2023,12,2023Q4,46.38927130280574,22.61072869719426,32.76917202491922,1,1138.5,Medium,14.312282052588378,8.298446644605884,9.405075312500047,Medium,2023-12,1,Senior,14
1015,28,Male,Shoes,Footwear,97,Ohio,M,Violet,Summer,3.0,Yes,Standard,Yes,36,Debit Card,Fortnightly,2024-06-28 01:24:11,2024,6,2024Q2,59.98805839436518,37.01194160563482,38.15664083055136,1,1843.0,High,15.784861352798496,21.22708025283632,9.947831800457228,Medium,2024-06,1,Young Adult,14
1016,68,Male,Gloves,Accessories,24,North Carolina,M,Cyan,Summer,4.1,Yes,Standard,Yes,34,Cash,Weekly,2023-01-04 03:38:05,2023,1,2023Q1,17.208376522589774,6.791623477410226,28.298431155875942,1,432.0,Low,13.54281918023049,-6.751195702820263,2.4680450941229664,Low,2023-01,1,Senior,7
1017,20,Male,Belt,Accessories,30,Idaho,XL,Blue,Summer,3.4,Yes,Express,Yes,15,Bank Transfer,Every 3 Months,2023-09-20 23:22:10,2023,9,2023Q3,19.3576515048996,10.6423484951004,35.474494983667995,1,255.0,Low,16.07526915681792,-5.432920661717521,4.38440237715303,Low,2023-09,1,Young Adult,90
1018,21,Male,Jacket,Outerwear,53,Oklahoma,L,Orange,Fall,2.5,Yes,Express,Yes,14,Credit Card,Annually,2023-02-03 11:13:24,2023,2,2023Q1,41.29439840991335,11.705601590086651,22.08604073601255,1,424.0,Medium,7.122818036749402,4.582783553337249,4.35067141489421,Medium,2023-02,1,Young Adult,365
1019,50,Male,Dress,Clothing,70,Georgia,XL,Charcoal,Spring,4.9,Yes,Next Day Air,Yes,46,Cash,Weekly,2022-04-14 03:14:12,2022,4,2022Q2,52.96900113183359,17.030998868166407,24.329998383094868,1,1680.0,Medium,18.237052924147036,-1.2060540559806263,6.856787875743598,Medium,2022-04,0,Middle-aged,7
1020,32,Male,Shirt,Clothing,76,Kentucky,S,Beige,Winter,2.8,Yes,Standard,Yes,33,Venmo,Bi-Weekly,2024-04-22 04:17:22,2024,4,2024Q2,56.23551913271204,19.764480867287965,26.00589587801048,1,1330.0,High,13.735932626127546,6.0285482411604185,9.969023342678335,Medium,2024-04,1,Adult,14
1021,24,Male,Scarf,Accessories,95,Delaware,M,Black,Fall,4.5,Yes,Express,Yes,41,Debit Card,Annually,2023-03-21 18:27:06,2023,3,2023Q1,68.72193652030555,26.278063479694453,27.66111945230995,1,2042.5,High,6.902658903388957,19.375404576305492,11.959666364426782,Medium,2023-03,1,Young Adult,365
1022,55,Male,Coat,Outerwear,51,Massachusetts,S,Lavender,Winter,4.9,Yes,2-Day Shipping,Yes,39,PayPal,Weekly,2023-03-12 09:22:21,2023,3,2023Q1,39.40735044948293,11.592649550517072,22.73068539317073,1,1045.5,Medium,11.928878063086024,-0.336228512568951,3.9055770518362314,Medium,2023-03,1,Middle-aged,7
1023,61,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,4.9,Yes,Store Pickup,Yes,7,Cash,Annually,2022-03-22 08:07:25,2022,3,2022Q1,26.429108904650608,14.570891095349392,35.538758769144856,1,184.5,Low,17.67187606798867,-3.100984972639278,2.669473295182082,Low,2022-03,0,Senior,365
1024,61,Male,Sunglasses,Accessories,71,Maine,S,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,29,Bank Transfer,Every 3 Months,2024-01-20 15:42:59,2024,1,2024Q1,54.99814556725204,16.00185443274796,22.53782314471544,1,1100.5,Medium,18.463432901797404,-2.461578469049442,8.525002490930314,Medium,2024-01,1,Senior,90
1025,28,Male,T-shirt,Clothing,66,Pennsylvania,M,Purple,Summer,3.5,Yes,Free Shipping,Yes,18,Venmo,Quarterly,2022-07-03 18:11:36,2022,7,2022Q3,50.02129833919749,15.978701660802509,24.21015403151895,1,660.0,Medium,8.969742574981423,7.008959085821084,5.000530766927485,Medium,2022-07,0,Young Adult,90
1026,60,Male,Shirt,Clothing,84,Nebraska,M,Olive,Winter,4.9,Yes,Free Shipping,Yes,15,Credit Card,Annually,2022-04-20 09:20:44,2022,4,2022Q2,62.96910188331312,21.03089811668688,25.03678347224628,1,714.0,High,15.668987370656795,5.361910746030082,11.950476959603623,Medium,2022-04,0,Senior,365
1027,49,Male,Handbag,Accessories,95,Virginia,L,Turquoise,Winter,3.0,Yes,Express,Yes,39,PayPal,Bi-Weekly,2024-05-17 04:49:28,2024,5,2024Q2,67.66385788342355,27.33614211657645,28.77488643850153,1,1947.5,High,6.49977871225665,20.836363404319805,5.977853092897647,Medium,2024-05,1,Middle-aged,14
1028,33,Male,Jewelry,Accessories,90,Ohio,L,Teal,Summer,2.8,Yes,Next Day Air,Yes,11,Cash,Monthly,2022-07-23 18:49:11,2022,7,2022Q3,58.4323948974708,31.5676051025292,35.075116780588,1,585.0,High,5.503188071182367,26.06441703134683,7.364836801212989,Medium,2022-07,0,Adult,30
1029,45,Male,Hoodie,Clothing,36,Nebraska,S,Lavender,Summer,3.7,Yes,Standard,Yes,4,Cash,Fortnightly,2023-12-20 05:51:03,2023,12,2023Q4,24.649544995141653,11.350455004858349,31.529041680162077,1,108.0,Low,13.40598430729914,-2.055529302440794,1.9972340889296896,Low,2023-12,1,Middle-aged,14
1030,29,Male,Gloves,Accessories,22,Ohio,M,Purple,Spring,3.6,Yes,2-Day Shipping,Yes,33,Venmo,Bi-Weekly,2022-03-23 06:31:02,2022,3,2022Q1,16.691710879970728,5.308289120029272,24.12858690922397,1,385.0,Low,15.422413689921887,-10.114124569892615,2.647271675099432,Low,2022-03,0,Young Adult,14
1031,58,Male,Coat,Outerwear,89,Kentucky,L,Blue,Winter,3.3,Yes,Next Day Air,Yes,37,Debit Card,Quarterly,2022-04-07 15:47:25,2022,4,2022Q2,53.96565702156037,35.03434297843963,39.36443031285352,1,1735.5,High,16.936800967647528,18.097542010792104,12.382237575347046,Medium,2022-04,0,Senior,90
1032,22,Male,Sandals,Footwear,50,Tennessee,M,Teal,Spring,3.4,Yes,Free Shipping,Yes,32,Cash,Quarterly,2024-09-27 13:29:09,2024,9,2024Q3,37.820507692637584,12.179492307362416,24.358984614724832,1,850.0,Medium,10.10324357683002,2.076248730532395,5.679372636655035,Low,2024-09,1,Young Adult,90
1033,55,Male,Boots,Footwear,36,Maine,M,Lavender,Fall,4.0,Yes,Free Shipping,Yes,44,Credit Card,Quarterly,2023-03-01 01:56:48,2023,3,2023Q1,23.32850933151048,12.671490668489518,35.19858519024866,1,828.0,Low,5.097881156433305,7.573609512056214,5.175910855841341,Low,2023-03,1,Middle-aged,90
1034,19,Male,Pants,Clothing,52,Montana,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,41,Bank Transfer,Quarterly,2022-03-03 20:57:34,2022,3,2022Q1,32.70081568750467,19.299184312495328,37.11381598556794,1,1118.0,Medium,12.192788556670308,7.10639575582502,3.26822068820629,Medium,2022-03,0,Young Adult,90
1035,68,Male,Socks,Clothing,29,Maryland,M,Olive,Fall,4.2,Yes,Next Day Air,Yes,44,Bank Transfer,Weekly,2022-05-16 05:33:02,2022,5,2022Q2,18.071067645445755,10.928932354554243,37.685973636393946,1,667.0,Low,5.237803180603505,5.69112917395074,1.7044283890618268,Low,2022-05,0,Senior,7
1036,61,Male,Blouse,Clothing,89,Georgia,M,Brown,Fall,2.8,Yes,Express,Yes,32,Venmo,Annually,2024-01-15 23:18:56,2024,1,2024Q1,53.88505021272451,35.11494978727549,39.454999760983696,1,1513.0,High,6.379767660061999,28.73518212721349,11.9118733073896,Medium,2024-01,1,Senior,365
1037,68,Male,Handbag,Accessories,47,Hawaii,M,Yellow,Fall,3.7,Yes,2-Day Shipping,Yes,13,Bank Transfer,Monthly,2023-11-01 05:37:28,2023,11,2023Q4,33.121712961081656,13.878287038918344,29.528270295570948,1,352.5,Medium,9.900335337976228,3.9779517009421177,6.370902524316586,Low,2023-11,1,Senior,30
1038,52,Male,Jewelry,Accessories,25,Rhode Island,XL,Brown,Spring,3.4,Yes,Standard,Yes,48,Debit Card,Quarterly,2023-08-01 06:11:28,2023,8,2023Q3,16.091299363468647,8.908700636531353,35.634802546125414,1,625.0,Low,11.557580743402658,-2.648880106871305,3.32759881776782,Low,2023-08,1,Middle-aged,90
1039,41,Male,Pants,Clothing,74,Nebraska,XL,Cyan,Fall,3.0,Yes,Express,Yes,3,Bank Transfer,Weekly,2024-03-30 07:55:26,2024,3,2024Q1,59.04359013353855,14.956409866461447,20.211364684407364,1,185.0,High,9.192041618444728,5.764368248016721,9.612340278749718,Medium,2024-03,1,Adult,7
1040,29,Male,Belt,Accessories,46,Michigan,M,Magenta,Fall,4.8,Yes,Standard,Yes,39,Venmo,Monthly,2023-03-18 23:38:30,2023,3,2023Q1,32.884818154024295,13.115181845975703,28.51126488255588,1,943.0,Medium,13.727978997570617,-0.6127971515949113,3.966250474117837,Low,2023-03,1,Young Adult,30
1041,68,Male,Jeans,Clothing,22,North Carolina,S,Magenta,Fall,4.0,Yes,Next Day Air,Yes,7,Cash,Fortnightly,2022-01-31 04:44:49,2022,1,2022Q1,13.806695185166449,8.193304814833553,37.24229461287978,1,99.0,Low,5.830246838271428,2.363057976562125,1.578416583901053,Low,2022-01,0,Senior,14
1042,36,Male,Shirt,Clothing,25,Minnesota,M,Orange,Summer,4.9,Yes,Next Day Air,Yes,11,Cash,Fortnightly,2023-09-04 13:53:17,2023,9,2023Q3,18.44381270405683,6.556187295943172,26.224749183772687,1,162.5,Low,7.168695653593771,-0.612508357650599,3.572010049994475,Low,2023-09,1,Adult,14
1043,55,Male,Belt,Accessories,80,Maryland,M,Maroon,Spring,4.9,Yes,Next Day Air,Yes,47,Credit Card,Weekly,2022-07-24 18:17:24,2022,7,2022Q3,62.36389706415561,17.63610293584439,22.04512866980549,1,1960.0,High,15.428876011331504,2.207226924512888,6.456001462786672,Medium,2022-07,0,Middle-aged,7
1044,28,Male,Jeans,Clothing,76,Hawaii,M,Green,Spring,3.3,Yes,2-Day Shipping,Yes,28,Debit Card,Fortnightly,2022-01-12 00:59:19,2022,1,2022Q1,56.926728329618136,19.073271670381864,25.09641009260772,1,1140.0,High,7.132112803968767,11.941158866413096,6.8278983844466445,Medium,2022-01,0,Young Adult,14
1045,39,Male,Jeans,Clothing,30,Oregon,L,Teal,Summer,4.4,Yes,Next Day Air,Yes,17,Bank Transfer,Every 3 Months,2023-05-26 19:00:55,2023,5,2023Q2,18.458639166236686,11.541360833763314,38.47120277921105,1,285.0,Low,14.596628023556336,-3.055267189793023,3.5986768783548992,Low,2023-05,1,Adult,90
1046,54,Male,Sweater,Clothing,79,New Mexico,L,Black,Fall,3.5,Yes,2-Day Shipping,Yes,11,PayPal,Bi-Weekly,2023-07-31 14:31:02,2023,7,2023Q3,61.55497006284403,17.445029937155972,22.082316376146803,1,513.5,High,5.820269311300484,11.624760625855489,6.267513031952502,Medium,2023-07,1,Middle-aged,14
1047,40,Male,Sneakers,Footwear,22,Illinois,M,Magenta,Winter,4.2,Yes,Standard,Yes,12,Venmo,Annually,2022-04-26 22:19:49,2022,4,2022Q2,16.693289297783846,5.306710702216154,24.1214122828007,1,154.0,Low,11.110734186787106,-5.804023484570951,2.902086487434203,Low,2022-04,0,Adult,365
1048,31,Male,Socks,Clothing,36,Utah,S,Olive,Fall,4.2,Yes,Standard,Yes,7,Credit Card,Fortnightly,2024-10-06 21:40:18,2024,10,2024Q4,22.739788080760427,13.260211919239572,36.8339219978877,1,162.0,Low,7.661142051817736,5.5990698674218375,2.0521246450744126,Low,2024-10,1,Young Adult,14
1049,30,Male,Socks,Clothing,77,Maine,L,Yellow,Fall,2.7,Yes,Standard,Yes,19,Venmo,Fortnightly,2022-05-15 14:49:42,2022,5,2022Q2,46.99750268648538,30.002497313514617,38.96428222534366,1,808.5,High,6.644544238027796,23.35795307548682,9.942106538894794,Medium,2022-05,0,Young Adult,14
1050,45,Male,Sunglasses,Accessories,33,Virginia,S,Purple,Fall,2.8,Yes,Store Pickup,Yes,24,Cash,Quarterly,2023-08-10 12:55:14,2023,8,2023Q3,23.47824979707444,9.521750202925563,28.85378849371383,1,429.0,Low,13.505491752518411,-3.9837415495928497,3.636109364638754,Low,2023-08,1,Middle-aged,90
1051,48,Male,Sneakers,Footwear,64,Florida,M,Beige,Winter,3.8,Yes,Next Day Air,Yes,19,Venmo,Monthly,2022-11-06 01:53:45,2022,11,2022Q4,40.3972583851517,23.6027416148483,36.87928377320047,1,672.0,Medium,18.925036580084328,4.677705034763971,6.867159322326994,Medium,2022-11,0,Middle-aged,30
1052,45,Male,Socks,Clothing,53,Ohio,M,Indigo,Fall,2.6,Yes,Free Shipping,Yes,39,PayPal,Annually,2023-12-11 11:15:11,2023,12,2023Q4,40.64666409750989,12.353335902490116,23.30818094809456,1,1086.5,Medium,5.821805718853232,6.531530183636884,5.079398307434901,Medium,2023-12,1,Middle-aged,365
1053,60,Male,Shoes,Footwear,36,Virginia,XL,Pink,Fall,3.0,Yes,2-Day Shipping,Yes,1,Credit Card,Fortnightly,2023-06-06 00:01:55,2023,6,2023Q2,24.18000952803605,11.819990471963948,32.83330686656652,1,54.0,Low,11.323313723270513,0.4966767486934351,2.7973641466203207,Low,2023-06,1,Senior,14
1054,59,Male,Blouse,Clothing,70,Kansas,M,Blue,Spring,3.3,No,2-Day Shipping,Yes,10,Debit Card,Bi-Weekly,2023-09-28 01:23:26,2023,9,2023Q3,54.78049422631206,15.219505773687942,21.74215110526849,1,420.0,Medium,15.613031566181656,-0.3935257924937136,6.748491998018657,Medium,2023-09,1,Senior,14
1055,18,Male,Shorts,Clothing,96,Arkansas,L,Cyan,Winter,4.9,No,Express,Yes,48,PayPal,Quarterly,2022-06-30 09:42:06,2022,6,2022Q2,68.46121290510732,27.538787094892683,28.68623655717988,1,2400.0,High,11.940317475317404,15.598469619575278,9.120273715379398,Medium,2022-06,0,Young Adult,90
1056,70,Male,Jacket,Outerwear,27,Massachusetts,M,Orange,Spring,3.3,No,Next Day Air,Yes,24,Debit Card,Annually,2022-04-20 21:56:03,2022,4,2022Q2,17.186430874894207,9.813569125105792,36.34655231520664,1,351.0,Low,17.09743919157868,-7.283870066472886,2.9261363097142885,Low,2022-04,0,Senior,365
1057,20,Male,Sweater,Clothing,64,Idaho,L,Black,Winter,2.9,No,2-Day Shipping,Yes,42,Venmo,Fortnightly,2024-07-28 03:43:34,2024,7,2024Q3,40.18686550220544,23.81313449779456,37.208022652804,1,1408.0,Medium,7.694679737961975,16.11845475983258,5.0020754294753935,Medium,2024-07,1,Young Adult,14
1058,65,Male,Jacket,Outerwear,23,Wisconsin,S,Maroon,Spring,4.4,No,2-Day Shipping,Yes,20,Credit Card,Weekly,2023-06-14 10:57:30,2023,6,2023Q2,16.45177321276567,6.548226787234331,28.47055124884492,1,253.0,Low,19.39391307541611,-12.845686288181778,1.3284698385451428,Low,2023-06,1,Senior,7
1059,29,Male,Scarf,Accessories,33,New Mexico,L,Violet,Summer,3.1,No,Next Day Air,Yes,49,Bank Transfer,Every 3 Months,2023-01-01 05:33:23,2023,1,2023Q1,24.828431838292133,8.171568161707867,24.762327762751116,1,841.5,Low,10.777439416588107,-2.60587125488024,2.128795173909156,Low,2023-01,1,Young Adult,90
1060,22,Male,Jacket,Outerwear,34,North Carolina,M,Beige,Winter,2.5,No,Standard,Yes,25,Debit Card,Monthly,2022-04-30 11:02:16,2022,4,2022Q2,25.71423840464684,8.285761595353161,24.36988704515636,1,459.0,Low,10.123544494164124,-1.837782898810964,4.077203266969348,Low,2022-04,0,Young Adult,30
1061,27,Male,Sweater,Clothing,35,Iowa,S,Gray,Summer,2.6,No,Next Day Air,Yes,21,Debit Card,Every 3 Months,2024-08-26 09:06:04,2024,8,2024Q3,22.93030183108897,12.069698168911032,34.484851911174374,1,402.5,Low,18.119086917547488,-6.049388748636456,1.828723153724392,Low,2024-08,1,Young Adult,90
1062,36,Male,Coat,Outerwear,62,Idaho,M,Gray,Summer,4.4,No,Free Shipping,Yes,12,Venmo,Every 3 Months,2024-06-20 03:31:44,2024,6,2024Q2,39.73265981051088,22.26734018948912,35.915064821756644,1,434.0,Medium,13.4580054783765,8.80933471111262,8.409946876801666,Medium,2024-06,1,Adult,90
1063,59,Male,Boots,Footwear,75,Ohio,M,Brown,Fall,2.6,No,Next Day Air,Yes,21,Debit Card,Every 3 Months,2022-04-24 11:03:25,2022,4,2022Q2,45.251344567385736,29.748655432614264,39.66487391015235,1,862.5,High,12.746665128542322,17.001990304071942,8.957979956099349,Medium,2022-04,0,Senior,90
1064,62,Male,Hoodie,Clothing,29,Alabama,S,Indigo,Summer,3.3,No,Free Shipping,Yes,35,Cash,Monthly,2024-04-27 06:59:15,2024,4,2024Q2,21.339355076966783,7.660644923033217,26.41601697597661,1,536.5,Low,15.904668792926463,-8.244023869893248,3.6774509697923774,Low,2024-04,1,Senior,30
1065,34,Male,Hat,Accessories,28,Wyoming,M,Violet,Spring,3.5,No,Express,Yes,42,Credit Card,Every 3 Months,2023-01-03 08:14:13,2023,1,2023Q1,17.22878224722782,10.77121775277218,38.46863483132922,1,616.0,Low,13.697513574216355,-2.9262958214441745,3.740756457461729,Low,2023-01,1,Adult,90
1066,59,Male,T-shirt,Clothing,20,Alabama,XL,Blue,Spring,4.1,No,Store Pickup,Yes,3,PayPal,Every 3 Months,2023-09-12 07:47:21,2023,9,2023Q3,13.683044807063704,6.316955192936295,31.584775964681477,1,50.0,Low,7.43773467135673,-1.1207794784204357,1.2454208878603623,Low,2023-09,1,Senior,90
1067,49,Male,Coat,Outerwear,96,Mississippi,M,Red,Winter,4.0,No,Store Pickup,Yes,11,PayPal,Bi-Weekly,2022-03-29 18:29:14,2022,3,2022Q1,69.15229754915129,26.847702450848715,27.96635671963408,1,624.0,High,15.112964342973946,11.734738107874769,12.695530473312637,Medium,2022-03,0,Middle-aged,14
1068,18,Male,Dress,Clothing,43,Pennsylvania,S,Peach,Summer,2.7,No,2-Day Shipping,Yes,22,PayPal,Quarterly,2022-08-19 10:07:05,2022,8,2022Q3,33.859136926309226,9.140863073690774,21.25782110160645,1,516.0,Low,7.002033189231927,2.138829884458847,4.319962481933942,Low,2022-08,0,Young Adult,90
1069,55,Male,Shirt,Clothing,94,Wyoming,M,Olive,Fall,2.5,No,Standard,Yes,47,Credit Card,Weekly,2023-04-01 15:29:57,2023,4,2023Q2,62.26188017476845,31.73811982523155,33.763957260884624,1,2303.0,High,17.087865580010927,14.650254245220625,13.023924084280052,Medium,2023-04,1,Middle-aged,7
1070,38,Male,Skirt,Clothing,81,Maryland,XL,White,Fall,4.3,No,Next Day Air,Yes,33,Venmo,Every 3 Months,2023-03-12 07:52:05,2023,3,2023Q1,52.64630903163362,28.35369096836638,35.00455675106961,1,1417.5,High,19.846048965684066,8.507642002682317,11.231351468588782,Medium,2023-03,1,Adult,90
1071,50,Male,Jewelry,Accessories,75,North Carolina,M,Magenta,Summer,3.3,No,Free Shipping,Yes,50,Debit Card,Weekly,2022-09-18 01:14:52,2022,9,2022Q3,54.81240231429148,20.187597685708525,26.916796914278034,1,1950.0,High,10.660814374621644,9.52678331108688,3.9313353281562766,Medium,2022-09,0,Middle-aged,7
1072,61,Male,Hat,Accessories,81,Pennsylvania,M,Beige,Summer,2.6,No,Express,Yes,46,Credit Card,Monthly,2024-04-19 04:42:06,2024,4,2024Q2,58.63167231926802,22.36832768073198,27.61521935892837,1,1944.0,High,11.671338473030188,10.696989207701792,7.151208245416665,Medium,2024-04,1,Senior,30
1073,48,Male,Shorts,Clothing,92,Idaho,L,Gold,Fall,3.7,No,Express,Yes,34,Debit Card,Fortnightly,2022-07-09 23:18:06,2022,7,2022Q3,61.3108200128695,30.6891799871305,33.3578043338375,1,1656.0,High,5.6965048322421845,24.99267515488832,9.442868921960516,Medium,2022-07,0,Middle-aged,14
1074,22,Male,Scarf,Accessories,96,California,XL,Purple,Spring,4.0,No,Store Pickup,Yes,33,Credit Card,Monthly,2022-05-15 07:57:23,2022,5,2022Q2,75.4195552417879,20.580444758212096,21.437963289804262,1,1680.0,High,5.205997821238674,15.37444693697342,11.31225686191586,Medium,2022-05,0,Young Adult,30
1075,48,Male,Jewelry,Accessories,71,Tennessee,S,White,Fall,2.6,No,Standard,Yes,45,Bank Transfer,Fortnightly,2024-08-27 08:40:12,2024,8,2024Q3,54.59704505035279,16.40295494964721,23.102753450207334,1,1668.5,Medium,18.821290023144915,-2.4183350734977047,5.581922351457351,Medium,2024-08,1,Middle-aged,14
1076,57,Male,Sunglasses,Accessories,50,Missouri,L,Indigo,Summer,4.9,No,Next Day Air,Yes,32,Debit Card,Bi-Weekly,2022-05-04 17:05:27,2022,5,2022Q2,32.23982545865081,17.760174541349187,35.520349082698374,1,850.0,Medium,6.929360906587881,10.830813634761306,3.7607113033232618,Low,2022-05,0,Middle-aged,14
1077,33,Male,Coat,Outerwear,72,North Dakota,L,Charcoal,Spring,2.9,No,Standard,Yes,47,Venmo,Bi-Weekly,2023-05-23 10:28:03,2023,5,2023Q2,46.64365265425713,25.35634734574287,35.217149091309544,1,1764.0,Medium,11.686681213392056,13.669666132350812,6.3451131774411405,Medium,2023-05,1,Adult,14
1078,58,Male,Jacket,Outerwear,28,West Virginia,M,Pink,Winter,3.7,No,Standard,Yes,5,PayPal,Quarterly,2022-04-24 18:06:06,2022,4,2022Q2,19.66888194256765,8.331118057432349,29.753993062258388,1,98.0,Low,17.230319357833423,-8.899201300401074,2.8026283368997045,Low,2022-04,0,Senior,90
1079,37,Male,Sweater,Clothing,59,Arizona,M,Silver,Fall,4.4,No,Express,Yes,49,Credit Card,Fortnightly,2024-03-08 14:52:12,2024,3,2024Q1,44.5281508004225,14.471849199577498,24.528557965385588,1,1504.5,Medium,18.339781398924792,-3.867932199347294,8.561762765291938,Medium,2024-03,1,Adult,14
1080,18,Male,Coat,Outerwear,33,Oklahoma,S,Blue,Summer,4.4,No,Free Shipping,Yes,48,Bank Transfer,Monthly,2023-03-05 00:53:27,2023,3,2023Q1,20.090666503963863,12.909333496036137,39.11919241223072,1,825.0,Low,12.790965279252012,0.1183682167841233,4.164957940101544,Low,2023-03,1,Young Adult,30
1081,65,Male,Scarf,Accessories,59,Pennsylvania,L,Blue,Fall,3.8,No,Express,Yes,22,Cash,Every 3 Months,2024-05-25 06:33:00,2024,5,2024Q2,43.58135481406954,15.418645185930458,26.13329692530586,1,708.0,Medium,13.475487874639247,1.9431573112912108,5.482994884932461,Medium,2024-05,1,Senior,90
1082,62,Male,Belt,Accessories,30,Idaho,XL,Brown,Spring,4.5,No,Standard,Yes,45,Credit Card,Annually,2023-06-07 00:39:10,2023,6,2023Q2,21.889415384292583,8.110584615707417,27.035282052358056,1,705.0,Low,15.045259586949088,-6.934674971241671,1.6630985353205512,Low,2023-06,1,Senior,365
1083,54,Male,Hat,Accessories,85,South Carolina,XL,Cyan,Winter,2.6,No,Next Day Air,Yes,30,Venmo,Quarterly,2022-05-15 11:23:47,2022,5,2022Q2,54.9351616305208,30.064838369479205,35.37039808174024,1,1360.0,High,19.42073705215573,10.644101317323477,5.682425033221955,Medium,2022-05,0,Middle-aged,90
1084,35,Male,Backpack,Accessories,97,Washington,L,Teal,Summer,3.3,No,Store Pickup,Yes,43,Cash,Weekly,2022-06-24 02:43:23,2022,6,2022Q2,71.41824845688217,25.581751543117832,26.372939735173023,1,2182.5,High,14.040049414167576,11.541702128950256,9.272466915898343,Medium,2022-06,0,Adult,7
1085,34,Male,T-shirt,Clothing,36,Arkansas,S,Purple,Fall,4.1,No,Next Day Air,Yes,48,Cash,Quarterly,2024-12-23 18:13:00,2024,12,2024Q4,28.369318977015,7.6306810229850015,21.19633617495834,1,900.0,Low,13.392128891845193,-5.761447868860191,4.729773240355335,Low,2024-12,1,Adult,90
1086,25,Male,Jewelry,Accessories,85,Utah,M,Turquoise,Winter,3.0,No,Store Pickup,Yes,23,Venmo,Fortnightly,2022-03-05 22:53:53,2022,3,2022Q1,51.79535936452006,33.20464063547994,39.06428310056464,1,1062.5,High,5.21801202898986,27.98662860649008,7.485912053257423,Medium,2022-03,0,Young Adult,14
1087,53,Male,Sunglasses,Accessories,62,Alaska,M,Olive,Winter,3.0,No,Free Shipping,Yes,27,PayPal,Bi-Weekly,2023-08-30 14:50:02,2023,8,2023Q3,41.16368548562158,20.836314514378422,33.606958894158744,1,899.0,Medium,6.214245530335341,14.622068984043082,6.43867923461937,Medium,2023-08,1,Middle-aged,14
1088,45,Male,Jeans,Clothing,71,West Virginia,S,White,Winter,3.4,No,Next Day Air,Yes,7,Bank Transfer,Monthly,2024-03-13 16:52:46,2024,3,2024Q1,48.82210937666224,22.17789062333776,31.236465666672903,1,319.5,Medium,13.657574399359945,8.520316223977817,9.881814691204225,Medium,2024-03,1,Middle-aged,30
1089,49,Male,Pants,Clothing,21,Louisiana,M,Turquoise,Winter,2.7,No,Free Shipping,Yes,2,PayPal,Weekly,2022-08-22 06:36:34,2022,8,2022Q3,16.376893507483697,4.623106492516303,22.01479282150621,1,42.0,Low,19.04360581710805,-14.420499324591743,2.968972144795921,Low,2022-08,0,Middle-aged,7
1090,40,Male,Backpack,Accessories,61,Arizona,M,Silver,Spring,3.8,No,Next Day Air,Yes,33,PayPal,Bi-Weekly,2022-11-17 13:17:38,2022,11,2022Q4,48.33958964863171,12.660410351368292,20.754771067816872,1,1067.5,Medium,18.000370225990924,-5.339959874622632,4.366227478300405,Medium,2022-11,0,Adult,14
1091,38,Male,Scarf,Accessories,58,Connecticut,M,Violet,Spring,4.2,No,Store Pickup,Yes,27,Cash,Fortnightly,2022-05-30 13:05:39,2022,5,2022Q2,39.95173685935745,18.048263140642547,31.11769507007336,1,841.0,Medium,19.73868384488307,-1.6904207042405233,3.1528505463970475,Medium,2022-05,0,Adult,14
